id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,89.25,6724909956,25,7511598232,1687532497.0,92.74,81.92,6.43,7.76145,500237872.0,8.03637,75202695.7334713,84000000.0,84000000.0,410.26,-78.00004,2021-05-10T03:13:07.904Z,1.15,7756.34448,2015-01-14T00:00:00.000Z,,2024-11-16T15:55:11.979Z
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,11.91,6334136835,26,13403921599,722330048.0,12.64,11.45,0.457618,3.99673,242803897.0,3.98606,532210681.083842,1126232417.9616,,19.92,-39.74931,2023-01-26T14:25:17.390Z,3.08,289.70697,2022-12-29T21:35:14.796Z,,2024-11-16T15:55:15.084Z
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3303.3,5628621443,27,5628621443,35266928.0,3371.18,3173.79,120.34,3.78061,134412171.0,2.44643,1705836.16762838,1705836.16762838,,4196.87,-21.15676,2024-03-13T08:29:59.938Z,2231.18,48.30523,2024-01-08T03:35:28.624Z,,2024-11-16T15:55:17.353Z
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,8.88,5314247568,28,8850808869,508002815.0,9.13,7.98,0.895672,11.2245,505424075.0,10.51035,600425073.71,1000000000.0,1000000000.0,44.92,-80.22334,2021-05-03T05:25:04.822Z,1.03,762.31264,2020-09-17T01:20:38.214Z,,2024-11-16T15:55:17.105Z
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.999418,5298779461,29,5298779461,5360907.0,1.012,0.986192,0.00989272,0.99974,97122721.0,1.86715,5288382742.66007,5288382742.66007,,1.057,-5.9123,2024-10-29T05:40:51.197Z,0.948265,4.90844,2024-10-03T13:19:28.826Z,,2024-11-16T15:55:17.475Z
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.175296,5225332124,30,8729952010,1252007260.0,0.19685,0.134324,0.03837353,28.02571,1114361084.0,27.107,29928680379.8134,50001786918.163,50001786918.163,0.875563,-79.55563,2018-01-03T00:00:00.000Z,0.00047612,37495.99347,2015-03-05T00:00:00.000Z,,2024-11-16T15:55:15.995Z
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,9.08,4303843802,31,4767382530,310440586.0,9.37,8.08,0.980742,12.11184,449850257.0,11.67231,474450778.239544,525550753.10318,,700.65,-98.69616,2021-05-10T16:05:53.653Z,2.87,218.85635,2023-09-22T00:29:57.369Z,,2024-11-16T15:55:10.872Z
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.159272,4303581284,32,4761098903,89092991.0,0.176052,0.158806,-0.001287017526796774,-0.80158,-80403288.14979076,-1.83402,27117151131.8375,30000000000.0,,0.965407,-83.47216,2021-11-24T15:53:54.855Z,0.0121196,1216.55334,2019-02-08T00:00:00.000Z,,2024-11-16T15:55:08.597Z
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,26.57,3971394253,33,5594439180,1000008105.0,27.23,22.26,4.24,18.96902,627224408.0,18.75576,149572234.518061,210700000.0,210700000.0,167.09,-83.78822,2021-05-06T18:34:22.133Z,0.615038,4304.2003,2016-07-25T00:00:00.000Z,"{'times': 58.05349221160186, 'currency': 'usd', 'percentage': 5805.349221160187}",2024-11-16T15:55:09.718Z
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,512.72,3770565676,34,10727764864,174513838.0,536.0,496.29,16.43,3.30997,107433342.0,2.93283,7381023.0,21000000.0,21000000.0,757.6,-32.29807,2024-03-07T18:45:36.466Z,30.83,1563.68371,2023-05-14T08:57:53.732Z,,2024-11-16T15:55:05.872Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,3.61,3603902012,35,3603902012,1300838939.0,3.96,3.5,0.112438,3.21414,93777821.0,2.67164,998926392.0,998926392.0,998926392.0,4.83,-24.80309,2024-03-31T09:34:58.366Z,0.00155464,233304.4678,2023-12-13T07:13:50.873Z,,2024-11-16T15:55:09.719Z
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.142211,3578625841,36,3578627756,126360970.0,0.147831,0.128666,0.01328784,10.30681,325015453.0,9.98938,25164246237.2961,25164259698.5795,28704026601.0,0.207411,-31.33212,2024-08-01T00:40:47.164Z,0.00017105,83165.17886,2022-05-26T14:42:59.316Z,,2024-11-16T15:55:10.998Z
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999776,3300608733,37,3300608733,314888603.0,1.006,0.996628,-1.5595279298952e-05,-0.00156,-12280108.895108223,-0.37068,3303544153.98775,3303544153.98775,,1.22,-18.27458,2020-03-13T03:02:50.373Z,0.88196,12.95028,2023-03-11T07:50:50.514Z,,2024-11-16T15:55:09.055Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.087506,3297341974,38,4375296349,940360427.0,0.092718,0.06714,0.02002553,29.67606,743278949.0,29.10182,37681355853.5313,50000000000.0,50000000000.0,0.569229,-84.42468,2021-09-15T10:40:28.318Z,0.00986111,799.07969,2020-01-02T17:30:24.852Z,,2024-11-16T15:55:10.888Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.26,3292489039,39,3430668225,503622418.0,1.32,1.22,0.04455937,3.65156,92558733.0,2.89252,2609959126.672,2719493896.672,2719493896.672,3.45,-63.12451,2024-03-28T17:21:18.050Z,0.00816959,15491.15756,2020-03-13T02:24:18.347Z,"{'times': 13.58872395855918, 'currency': 'usd', 'percentage': 1358.872395855918}",2024-11-16T15:55:09.689Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.409552,3256857785,40,4218992033,473085162.0,0.425054,0.355715,0.051272,14.31071,411682615.0,14.4695,7945961297.697279,10293340888.2509,,1.29,-67.81349,2024-03-13T18:55:06.692Z,0.286453,44.67326,2024-11-04T21:55:33.611Z,,2024-11-16T15:55:14.055Z
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,1.002,3184389288,41,3187154015,88136916.0,1.005,0.998248,0.00095266,0.09516,37674998.0,1.19728,3183377890.82291,3186141739.80191,,1.032,-2.95001,2023-12-20T15:38:34.596Z,0.929486,7.76231,2024-10-04T07:57:15.809Z,,2024-11-16T15:55:09.796Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,22.1,3178798085,42,7501928357,22052879.0,22.45,22.03,-0.11963431232593891,-0.53842,-24382761.08165741,-0.7612,144118517.10815412,340118108.0,400000000.0,22.61,-2.28487,2024-11-13T14:56:16.276Z,3.06,621.72857,2023-02-13T19:01:21.899Z,,2024-11-16T15:55:16.965Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.91,2855342049,43,2855357265,239992068.0,1.97,1.8,0.108141,5.99933,140296248.0,5.16736,1500931972.31611,1500939970.31611,1818000000.0,3.86,-50.43675,2024-04-01T12:34:58.342Z,0.04559639,4100.51549,2020-03-13T02:29:26.415Z,"{'times': 14.922444132798091, 'currency': 'usd', 'percentage': 1492.2444132798091}",2024-11-16T15:55:06.746Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,3.891e-05,2694549221,44,3595688369,1819675926.0,4.783e-05,3.661e-05,2.27e-06,6.20861,142621712.0,5.58878,69474461693558.484,92708833049029.5,92708833049029.5,4.783e-05,-18.16735,2024-11-15T23:30:55.877Z,8.6142e-08,45333.31098,2022-12-29T22:48:46.755Z,,2024-11-16T15:55:06.666Z
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,146.2,2693542084,45,2693542084,106879095.0,149.44,141.2,0.157198,0.10764,4748432.0,0.1766,18446744.0737096,18446744.0737096,,542.33,-73.00065,2018-01-09T00:00:00.000Z,0.216177,67633.6486,2015-01-14T00:00:00.000Z,,2024-11-16T15:55:13.771Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,6.82,2673203485,46,3625168625,306704635.0,7.42,6.53,0.279756,4.27887,111439066.0,4.35009,392459381.455492,532219654.735492,,13.53,-49.59752,2024-03-17T16:30:24.636Z,0.03665669,18510.03047,2020-06-16T13:22:25.900Z,,2024-11-16T15:55:14.076Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,4.46,2671300584,47,8739598027,569305849.0,4.53,4.0,0.45983,11.4832,269161476.0,11.20507,599040107.0,1959857969.0,1959857969.0,236.84,-98.10272,2021-04-01T13:29:41.564Z,2.64,70.14713,2022-12-16T22:45:28.552Z,,2024-11-16T15:55:09.967Z
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,44.38,2655914664,48,10444724607,11509661.0,44.79,43.19,1.041,2.40147,49954176.0,1.91692,60000000.0,235957685.3,300000000.0,73.8,-39.87389,2024-03-14T00:30:12.502Z,0.580608,7542.86455,2019-01-14T00:00:00.000Z,,2024-11-16T15:55:13.308Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,1.0,2606752426,49,2606752426,6055273403.0,1.006,0.996381,-0.002594135174371237,-0.2587,138595403.0,5.61534,2607717419.08,2607717419.08,,1.089,-8.38298,2024-05-20T19:42:15.377Z,0.942129,5.85608,2023-08-17T21:55:41.478Z,,2024-11-16T15:55:09.656Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.650235,2585758096,50,6504382461,668421720.0,0.662612,0.576331,0.073904,12.82312,294541953.0,12.85527,3975409060.0,10000000000.0,10000000000.0,2.39,-72.51229,2024-01-12T12:29:59.231Z,0.431578,52.2401,2024-08-05T11:35:54.024Z,,2024-11-16T15:55:15.138Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,166.41,2490623685,51,2660738136,490951675.0,174.06,154.36,12.01,7.78124,175976640.0,7.60274,14977039.049409835,16000000.0,16000000.0,661.69,-74.75102,2021-05-18T21:19:59.514Z,26.02,542.00534,2020-11-05T09:20:11.928Z,,2024-11-16T15:55:13.323Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.72869,2452174968,52,4529720814,121004342.0,0.748503,0.684881,0.04380948,6.39666,145342730.0,6.30053,3366841707.83684,6219316794.99,6219316794.99,1.54,-52.50956,2024-04-08T09:45:25.482Z,0.307978,137.27112,2023-10-18T02:50:46.942Z,,2024-11-16T15:55:11.346Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,24.91,2431704796,53,2488257405,230618009.0,25.8,22.99,1.91,8.28642,179388228.0,7.96461,97727220.33,100000000.0,,52.62,-52.41431,2024-03-14T15:06:22.124Z,0.657401,3708.926,2020-11-03T16:19:30.576Z,,2024-11-16T15:55:13.353Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02859289,2313444588,54,2456276187,130306021.0,0.0297259,0.02440178,0.00419111,17.17545,328235886.0,16.53407,80985041177.0,85985041177.0,86712634466.0,0.280991,-89.67014,2021-04-19T01:08:21.675Z,0.00191713,1414.03079,2020-03-13T02:29:59.652Z,"{'times': 2.192209383201099, 'currency': 'eth', 'percentage': 219.22093832010987}",2024-11-16T15:55:16.958Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00023491,2278648489,55,2352670736,1689392268.0,0.00027356,0.00021696,1.796e-05,8.2762,170151133.0,8.06978,9685369289396.0,10000000000000.0,10000000000000.0,0.00034495,-31.37385,2024-06-05T07:25:59.137Z,8.428e-08,280780.42057,2021-07-06T01:11:20.438Z,,2024-11-16T15:55:10.127Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.51729,2200803454,56,5178868800,733211195.0,0.543493,0.438862,0.076153,17.26282,327376641.0,17.47475,4249583333.0,10000000000.0,,1.14,-54.18855,2024-03-16T02:30:23.904Z,0.095364,447.50499,2023-10-19T08:05:30.655Z,,2024-11-16T15:55:15.047Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.31,2185637026,57,2617139686,130810180.0,1.36,1.19,0.115843,9.69761,187017359.0,9.35733,1670248659.3898141,2000000000.0,2000000000.0,9.52,-86.20446,2021-11-26T01:03:01.536Z,0.378055,247.39043,2022-12-31T07:36:37.649Z,,2024-11-16T15:55:11.005Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,5.54,2161825707,58,2163162932,300967236.0,5.66,5.06,0.459731,9.05062,172867738.0,8.69137,390688369.813272,390930035.085365,,44.45,-87.50294,2022-01-17T00:34:41.497Z,1.16,378.82896,2020-03-13T02:27:44.591Z,"{'times': 54.39283809468188, 'currency': 'usd', 'percentage': 5439.283809468188}",2024-11-16T15:55:18.112Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,5.06,2113044049,59,5465827802,276203252.0,5.26,4.75,0.294475,6.17762,117645795.0,5.89586,418919231.403794,1083621698.62984,,20.85,-75.64645,2024-02-10T14:30:02.495Z,2.08,143.72107,2023-10-31T15:14:31.951Z,,2024-11-16T15:55:06.806Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.66,2078191465,60,7111763397,528058060.0,1.69,1.5,0.156341,10.40282,187760158.0,9.93213,1255070491.0,4294967296.0,4294967296.0,4.84,-65.36676,2024-03-06T08:35:50.817Z,0.402159,317.18343,2022-06-18T20:54:52.178Z,,2024-11-16T15:55:13.305Z
fantom,ftm,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.731083,2047564343,61,2318781572,436613312.0,0.759852,0.687657,0.04091297,5.92795,103068104.0,5.3005,2803634835.52659,3175000000.0,3175000000.0,3.46,-78.72638,2021-10-28T05:19:39.845Z,0.00190227,38578.19915,2020-03-13T02:25:38.280Z,"{'times': 23.36944178572111, 'currency': 'usd', 'percentage': 2336.944178572111}",2024-11-16T15:55:09.740Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,2.23,1996686454,62,3958584802,872121923.0,2.71,1.63,0.592844,36.27302,507639211.0,34.09154,900206125.19,1784728032.29,,2.71,-17.4587,2024-11-16T02:55:48.180Z,0.01726188,12841.18567,2023-10-12T17:25:09.068Z,,2024-11-16T15:55:11.581Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,1.39,1936992576,63,2767130274,79166969.0,1.42,1.34,0.04285289,3.18699,49803857.0,2.63905,1400001000.0,2000000000.0,2000000000.0,1.48,-6.06165,2024-11-14T04:45:39.774Z,0.0142795,9631.86618,2020-06-25T04:17:05.895Z,,2024-11-16T15:55:05.733Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3134.94,1893946604,64,1893946604,85302308.0,3205.15,3020.18,114.76,3.79975,57491251.0,3.13056,604999.999959841,604999.999959841,,3437.12,-8.69394,2024-11-12T09:22:30.621Z,2171.8,44.50226,2024-09-06T21:02:52.910Z,,2024-11-16T15:55:05.665Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.198719,1893087076,65,2138824335,160051369.0,0.20505,0.17099,0.02745264,16.02921,251891659.0,15.34806,9548531509.16547,10788004319.0,10788004319.0,2.84,-92.98278,2021-02-12T07:28:45.775Z,0.052051,283.07563,2022-11-22T10:05:03.503Z,,2024-11-16T15:55:16.101Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.51,1858632315,66,2277260169,414602274.0,5.76,5.36,0.141261,2.63189,35542294.0,1.94956,338616688.0,414884800.0,500000000.0,20.87,-73.48782,2021-05-19T00:30:09.436Z,0.00851264,64890.97929,2019-09-28T00:00:00.000Z,"{'times': 143.96115858353093, 'currency': 'usd', 'percentage': 14396.115858353092}",2024-11-16T15:55:15.913Z
peanut-the-squirrel,pnut,Peanut the Squirrel,https://coin-images.coingecko.com/coins/images/51301/large/pnut.jpg?1730602041,1.72,1719318858,67,1719318858,3781434853.0,2.15,1.66,-0.017294213428548977,-0.99518,-18722013.26543045,-1.07719,999858912.07,999858912.07,999858912.07,2.44,-28.83571,2024-11-14T01:20:47.489Z,0.03187374,5340.39641,2024-11-04T21:41:11.808Z,,2024-11-16T15:55:13.496Z
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,1.74,1699883575,68,1699883575,180714047.0,1.95,1.61,0.133668,8.32292,125961924.0,8.00306,979978669.96,979978669.96,979978694.0,1.99,-12.9119,2024-11-13T23:40:46.987Z,0.00379728,45648.72998,2024-01-05T15:34:24.842Z,,2024-11-16T15:55:13.990Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3537.75,1650677843,69,1650677843,36884700.0,3578.54,3372.5,157.89,4.67163,50544164.0,3.15875,466916.015107697,466916.015107697,,4814.31,-26.49307,2021-12-01T08:03:50.749Z,887.26,298.85012,2022-06-18T20:55:45.957Z,,2024-11-16T15:55:14.202Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.164884,1631273395,70,1631273395,205916861.0,0.193396,0.162113,0.00277149,1.70961,25938487.0,1.61577,9910104766.55917,9910104766.55917,9999998988.0,0.193396,-14.60292,2024-11-16T02:20:45.363Z,0.00084753,19386.60105,2024-02-29T08:40:24.951Z,,2024-11-16T15:55:14.739Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.196072,1619836652,71,1619836677,834480265.0,0.215023,0.172253,0.02258685,13.01949,180895345.0,12.57142,8273936956.22879,8273937080.05651,10000000000.0,3.56,-94.45789,2019-06-20T14:51:19.480Z,0.087513,125.52316,2023-09-11T19:42:08.247Z,"{'times': -0.9183034388718518, 'currency': 'usd', 'percentage': -91.83034388718518}",2024-11-16T15:55:14.445Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3279.91,1507758241,72,1507758241,28822410.0,3352.92,3162.32,111.61,3.52265,54112690.0,3.72255,459664.023627376,459664.023627376,,4729.53,-30.42548,2024-03-27T05:26:27.333Z,2142.02,53.61908,2023-12-18T10:41:32.686Z,,2024-11-16T15:55:12.054Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.413362,1496150762,73,4127325213,149804006.0,0.432728,0.404168,0.00919383,2.27476,29514560.0,2.0124,3624988786.43857,10000000000.0,10000000000.0,1.2,-65.28305,2024-03-16T07:01:15.357Z,0.22352,85.81882,2024-08-05T11:30:50.894Z,,2024-11-16T15:55:14.212Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.526986,1494112743,74,7885366866,526854389.0,0.576641,0.526434,-0.00975545799972044,-1.81753,-36125808.519659996,-2.3608,2842187500.0,15000000000.0,,1.52,-65.23387,2024-04-11T13:15:15.057Z,0.195078,170.47964,2024-09-06T21:04:48.253Z,,2024-11-16T15:55:09.613Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,2.26,1480371788,75,22624718366,631508291.0,2.41,2.17,0.080827,3.70288,58477827.0,4.11267,654316117.439007,10000000000.0,10000000000.0,11.74,-80.67907,2024-03-10T00:10:42.330Z,0.973104,133.10929,2023-09-13T07:36:44.064Z,,2024-11-16T15:55:17.402Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.48,1479037702,76,1479037702,71298658.0,1.52,1.29,0.194467,15.06996,185454537.0,14.3365,1000000000.0,1000000000.0,1000000000.0,15.72,-90.50301,2021-04-16T13:15:11.190Z,0.04039979,3595.31714,2020-03-13T02:24:16.483Z,"{'times': 8.899281887724193, 'currency': 'usd', 'percentage': 889.9281887724194}",2024-11-16T15:55:16.324Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,1.092,1473132818,77,10912094952,196042547.0,1.16,1.066,0.02592656,2.43289,31083187.0,2.15549,1350000000.0,10000000000.0,10000000000.0,2.0,-45.292,2024-01-31T15:02:47.304Z,0.457464,139.18105,2024-02-21T18:31:05.083Z,,2024-11-16T15:55:11.557Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,90143.0,1469420473,78,1469420473,7734156.0,91535.0,88213.0,1930.27,2.1882,44112944.0,3.09498,16354.1060753793,16354.1060753793,21000000.0,92768.0,-2.83313,2024-11-13T16:15:35.654Z,49058.0,83.74137,2024-08-05T06:28:45.311Z,,2024-11-16T15:55:15.015Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3212.86,1434181267,79,1434181267,7565516.0,3277.67,3096.42,113.4,3.65854,43743094.0,3.14599,446621.027895661,446621.027895661,,4106.74,-21.66852,2024-03-12T00:44:29.429Z,2198.04,46.35185,2024-01-26T08:09:59.848Z,,2024-11-16T15:55:14.130Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.956246,1365805258,80,9502445554,368607730.0,0.985152,0.833678,0.119716,14.31099,162977201.0,13.5495,1437319741.0074873,10000000000.0,10000000000.0,1.48,-35.63507,2024-06-03T08:29:55.744Z,0.082171,1058.31532,2024-01-18T12:14:30.524Z,,2024-11-16T15:55:13.013Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,68.63,1352033434,81,1435084236,67177688.0,70.16,63.46,5.17,8.15011,92724929.0,7.36316,19784693.75,21000000.0,21000000.0,489.75,-85.78111,2021-04-16T17:09:04.630Z,21.43,224.87824,2023-06-10T04:32:12.266Z,,2024-11-16T15:55:06.077Z
raydium,ray,Raydium,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,4.65,1351057763,82,2577301023,106519109.0,4.96,4.61,0.01649535,0.3562,2795848.0,0.20737,290938874.263255,555000000.0,555000000.0,16.83,-72.34316,2021-09-12T20:20:23.998Z,0.134391,3364.09514,2022-12-29T22:15:53.927Z,,2024-11-16T15:55:14.249Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,90240.0,1336505540,83,1336505540,295768773.0,91769.0,88431.0,1761.05,1.99035,32421733.0,2.48617,14793.55290054,14793.55290054,,93196.0,-2.82442,2024-11-13T16:25:28.705Z,57439.0,57.67027,2024-09-12T14:07:41.775Z,,2024-11-16T15:55:07.737Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1501.19,1322844836,84,1368390461,156723357.0,1512.42,1429.19,68.75,4.79921,63110268.0,5.00981,880648.507050274,910969.286847221,1005577.0,6292.31,-76.05013,2021-05-03T21:54:29.333Z,168.36,795.11915,2020-03-16T20:52:36.527Z,,2024-11-16T15:55:11.975Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.96,1317431505,85,1563921777,429588.0,11.03,10.55,0.404443,3.83334,46742538.0,3.67852,120257114.14608,142757114.14608,,28.83,-61.96599,2021-12-01T15:09:35.541Z,0.342863,3098.11705,2019-02-07T00:00:00.000Z,,2024-11-16T15:55:10.842Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,9.71,1242372399,86,2910445649,5223827.0,9.73,9.37,0.312191,3.3207,36521405.0,3.02868,128060017.17436442,300000000.0,,12.94,-25.07815,2021-05-12T11:39:16.531Z,0.25754,3664.95778,2020-03-13T02:18:02.481Z,,2024-11-16T15:55:09.725Z
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,1.2,1203040674,87,1203040674,519781286.0,1.25,1.008,0.149379,14.17397,142771703.0,13.46561,999998195.713511,999998195.713511,1000000000.0,1.25,-4.11101,2024-11-15T23:05:45.575Z,0.04353971,2659.35224,2024-10-13T07:44:45.743Z,,2024-11-16T15:55:10.308Z
